"category","demo_code","char_text","year","mean"
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2005,741
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2006,658
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2007,744
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2008,628
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2009,540
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2010,344
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2011,563
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2012,452
"Entertainment: other supplies, equip., & services","LB11","Region of residence: west",2013,534
"Fats and oils","LB11","Region of residence: midwest",1984,56
"Fats and oils","LB11","Region of residence: midwest",1985,58
"Fats and oils","LB11","Region of residence: midwest",1986,50
"Fats and oils","LB11","Region of residence: midwest",1987,50
"Fats and oils","LB11","Region of residence: midwest",1988,52
"Fats and oils","LB11","Region of residence: midwest",1989,55
"Fats and oils","LB11","Region of residence: midwest",1990,65
"Fats and oils","LB11","Region of residence: midwest",1991,67
"Fats and oils","LB11","Region of residence: midwest",1992,66
"Fats and oils","LB11","Region of residence: midwest",1993,73
"Fats and oils","LB11","Region of residence: midwest",1994,67
"Fats and oils","LB11","Region of residence: midwest",1995,76
"Fats and oils","LB11","Region of residence: midwest",1996,80
"Fats and oils","LB11","Region of residence: midwest",1997,73
"Fats and oils","LB11","Region of residence: midwest",1998,75
"Fats and oils","LB11","Region of residence: midwest",1999,75
"Fats and oils","LB11","Region of residence: midwest",2000,75
"Fats and oils","LB11","Region of residence: midwest",2001,78
"Fats and oils","LB11","Region of residence: midwest",2002,80
"Fats and oils","LB11","Region of residence: midwest",2003,79
"Fats and oils","LB11","Region of residence: midwest",2004,83
"Fats and oils","LB11","Region of residence: midwest",2005,83
"Fats and oils","LB11","Region of residence: midwest",2006,81
"Fats and oils","LB11","Region of residence: midwest",2007,87
"Fats and oils","LB11","Region of residence: midwest",2008,98
"Fats and oils","LB11","Region of residence: midwest",2009,105
"Fats and oils","LB11","Region of residence: midwest",2010,103
"Fats and oils","LB11","Region of residence: midwest",2011,111
"Fats and oils","LB11","Region of residence: midwest",2012,117
"Fats and oils","LB11","Region of residence: midwest",2013,129
"Fats and oils","LB11","Region of residence: northeast",1984,50
"Fats and oils","LB11","Region of residence: northeast",1985,56
"Fats and oils","LB11","Region of residence: northeast",1986,47
"Fats and oils","LB11","Region of residence: northeast",1987,44
"Fats and oils","LB11","Region of residence: northeast",1988,50
"Fats and oils","LB11","Region of residence: northeast",1989,51
"Fats and oils","LB11","Region of residence: northeast",1990,61
"Fats and oils","LB11","Region of residence: northeast",1991,68
"Fats and oils","LB11","Region of residence: northeast",1992,76
"Fats and oils","LB11","Region of residence: northeast",1993,80
"Fats and oils","LB11","Region of residence: northeast",1994,82
"Fats and oils","LB11","Region of residence: northeast",1995,87
"Fats and oils","LB11","Region of residence: northeast",1996,89
"Fats and oils","LB11","Region of residence: northeast",1997,85
"Fats and oils","LB11","Region of residence: northeast",1998,77
"Fats and oils","LB11","Region of residence: northeast",1999,84
"Fats and oils","LB11","Region of residence: northeast",2000,89
"Fats and oils","LB11","Region of residence: northeast",2001,92
"Fats and oils","LB11","Region of residence: northeast",2002,93
"Fats and oils","LB11","Region of residence: northeast",2003,89
"Fats and oils","LB11","Region of residence: northeast",2004,93
"Fats and oils","LB11","Region of residence: northeast",2005,93
"Fats and oils","LB11","Region of residence: northeast",2006,86
"Fats and oils","LB11","Region of residence: northeast",2007,93
"Fats and oils","LB11","Region of residence: northeast",2008,114
"Fats and oils","LB11","Region of residence: northeast",2009,109
"Fats and oils","LB11","Region of residence: northeast",2010,115
"Fats and oils","LB11","Region of residence: northeast",2011,113
"Fats and oils","LB11","Region of residence: northeast",2012,114
"Fats and oils","LB11","Region of residence: northeast",2013,119
"Fats and oils","LB11","Region of residence: south",1984,55
"Fats and oils","LB11","Region of residence: south",1985,58
"Fats and oils","LB11","Region of residence: south",1986,52
"Fats and oils","LB11","Region of residence: south",1987,50
"Fats and oils","LB11","Region of residence: south",1988,55
"Fats and oils","LB11","Region of residence: south",1989,59
"Fats and oils","LB11","Region of residence: south",1990,72
"Fats and oils","LB11","Region of residence: south",1991,70
"Fats and oils","LB11","Region of residence: south",1992,72
"Fats and oils","LB11","Region of residence: south",1993,78
"Fats and oils","LB11","Region of residence: south",1994,83
"Fats and oils","LB11","Region of residence: south",1995,79
"Fats and oils","LB11","Region of residence: south",1996,81
"Fats and oils","LB11","Region of residence: south",1997,81
"Fats and oils","LB11","Region of residence: south",1998,75
"Fats and oils","LB11","Region of residence: south",1999,83
"Fats and oils","LB11","Region of residence: south",2000,82
"Fats and oils","LB11","Region of residence: south",2001,90
"Fats and oils","LB11","Region of residence: south",2002,83
"Fats and oils","LB11","Region of residence: south",2003,85
"Fats and oils","LB11","Region of residence: south",2004,84
"Fats and oils","LB11","Region of residence: south",2005,79
"Fats and oils","LB11","Region of residence: south",2006,80
"Fats and oils","LB11","Region of residence: south",2007,90
"Fats and oils","LB11","Region of residence: south",2008,99
"Fats and oils","LB11","Region of residence: south",2009,98
"Fats and oils","LB11","Region of residence: south",2010,96
"Fats and oils","LB11","Region of residence: south",2011,102
"Fats and oils","LB11","Region of residence: south",2012,106
"Fats and oils","LB11","Region of residence: south",2013,105
"Fats and oils","LB11","Region of residence: west",1984,61
"Fats and oils","LB11","Region of residence: west",1985,61
"Fats and oils","LB11","Region of residence: west",1986,57
"Fats and oils","LB11","Region of residence: west",1987,59
"Fats and oils","LB11","Region of residence: west",1988,62
"Fats and oils","LB11","Region of residence: west",1989,71
"Fats and oils","LB11","Region of residence: west",1990,73
"Fats and oils","LB11","Region of residence: west",1991,83
"Fats and oils","LB11","Region of residence: west",1992,77
"Fats and oils","LB11","Region of residence: west",1993,82
"Fats and oils","LB11","Region of residence: west",1994,86
"Fats and oils","LB11","Region of residence: west",1995,91
"Fats and oils","LB11","Region of residence: west",1996,84
"Fats and oils","LB11","Region of residence: west",1997,86
"Fats and oils","LB11","Region of residence: west",1998,82
"Fats and oils","LB11","Region of residence: west",1999,94
"Fats and oils","LB11","Region of residence: west",2000,87
"Fats and oils","LB11","Region of residence: west",2001,86
"Fats and oils","LB11","Region of residence: west",2002,88
"Fats and oils","LB11","Region of residence: west",2003,91
"Fats and oils","LB11","Region of residence: west",2004,100
"Fats and oils","LB11","Region of residence: west",2005,90
"Fats and oils","LB11","Region of residence: west",2006,100
"Fats and oils","LB11","Region of residence: west",2007,97
"Fats and oils","LB11","Region of residence: west",2008,113
"Fats and oils","LB11","Region of residence: west",2009,101
"Fats and oils","LB11","Region of residence: west",2010,102
"Fats and oils","LB11","Region of residence: west",2011,117
"Fats and oils","LB11","Region of residence: west",2012,124
"Fats and oils","LB11","Region of residence: west",2013,124
"Floor coverings","LB11","Region of residence: midwest",1984,79
"Floor coverings","LB11","Region of residence: midwest",1985,88
"Floor coverings","LB11","Region of residence: midwest",1986,91
"Floor coverings","LB11","Region of residence: midwest",1987,90
"Floor coverings","LB11","Region of residence: midwest",1988,83
"Floor coverings","LB11","Region of residence: midwest",1989,73
"Floor coverings","LB11","Region of residence: midwest",1990,105
"Floor coverings","LB11","Region of residence: midwest",1991,217
"Floor coverings","LB11","Region of residence: midwest",1992,64
"Floor coverings","LB11","Region of residence: midwest",1993,149
"Floor coverings","LB11","Region of residence: midwest",1994,119
"Floor coverings","LB11","Region of residence: midwest",1995,221
"Floor coverings","LB11","Region of residence: midwest",1996,91
"Floor coverings","LB11","Region of residence: midwest",1997,85
"Floor coverings","LB11","Region of residence: midwest",1998,233
"Floor coverings","LB11","Region of residence: midwest",1999,47
"Floor coverings","LB11","Region of residence: midwest",2000,54
"Floor coverings","LB11","Region of residence: midwest",2001,31
